Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;48.8;10;******;0.1;******;******;******;8.43;35;40.9;
2;60.8;10;******;0.2;******;******;******;10.5;35;40.9;
3;56.4;10;******;0.3;******;******;******;9.75;35;40.9;
4;65.8;10;******;0.4;******;******;******;11.4;35;40.9;
5;68.2;10;******;0.5;******;******;******;11.8;35;40.9;
6;73.1;10;******;0.6;******;******;******;12.6;35;40.9;
7;77.3;10;******;0.701;******;******;******;13.4;35;40.9;
8;81.6;10;******;0.801;******;******;******;14.1;35;40.9;
9;85.9;10;******;0.901;******;******;******;14.9;35;40.9;
10;90.1;10;******;1;******;******;******;15.6;35;40.9;
11;94.4;10;******;1.1;******;******;******;16.3;35;40.9;
12;98.6;10;******;1.2;******;******;******;17;35;40.9;
13;103;10;******;1.3;******;******;******;17.8;35;40.9;
14;107;10;******;1.4;******;******;******;18.5;35;40.9;
15;111;10;******;1.5;******;******;******;19.2;35;40.9;
16;115;10;******;1.6;******;******;******;19.9;35;40.9;
17;119;10;******;1.7;******;******;******;20.7;35;40.9;
18;124;10;******;1.8;******;******;******;21.4;35;40.9;
19;128;10;******;1.9;******;******;******;22.1;35;40.9;
20;132;10;******;2;******;******;******;22.8;35;40.9;
21;136;10;******;2.1;******;******;******;23.5;35;40.9;
22;140;10;******;2.2;******;******;******;24.2;35;40.9;
23;144;10;******;2.3;******;******;******;24.9;35;40.9;
24;148;10;******;2.4;******;******;******;25.6;35;40.9;
25;152;10;******;2.5;******;******;******;26.3;35;40.9;
26;156;10;******;2.6;******;******;******;27;35;40.9;
27;160;10;******;2.7;******;******;******;27.7;35;40.9;
28;164;10;******;2.8;******;******;******;28.4;35;40.9;
29;168;10;******;2.9;******;******;******;29.1;35;40.9;
30;172;10;******;3;******;******;******;29.8;35;40.9;
31;176;10;******;3.1;******;******;******;30.5;35;40.9;
32;180;10;******;3.2;******;******;******;31.2;35;40.9;
33;184;10;******;3.3;******;******;******;31.8;35;40.9;
34;188;10;******;3.4;******;******;******;32.5;35;40.9;
35;192;10;******;3.5;******;******;******;33.2;35;40.9;
36;196;10;******;3.6;******;******;******;33.9;35;40.9;
37;200;10;******;3.7;******;******;******;34.6;35;40.9;
38;204;10;******;3.8;******;******;******;35.2;35;40.9;
39;208;10;******;3.9;******;******;******;35.9;35;40.9;
40;212;10;******;4;******;******;******;36.6;35;40.9;
41;216;10;******;4.1;******;******;******;37.2;35;40.9;
42;219;10;******;4.2;******;******;******;37.9;35;40.9;
43;223;10;******;4.3;******;******;******;38.6;35;40.9;
44;227;10;******;4.4;******;******;******;39.2;35;40.9;
45;231;10;******;4.5;******;******;******;39.9;35;40.9;
46;235;10;******;4.6;******;******;******;40.5;35;40.9;
47;238;10;******;4.7;******;******;******;41.2;35;40.9;
48;242;10;******;4.8;******;******;******;41.8;35;40.9;
49;246;10;******;4.9;******;******;******;42.5;35;40.9;
50;250;10;******;5;******;******;******;43.1;35;40.9;
51;253;10;******;5.1;******;******;******;43.8;35;40.9;
52;257;10;******;5.2;******;******;******;44.4;35;40.9;
53;261;10;******;5.3;******;******;******;45.1;35;40.9;
54;264;10;******;5.4;******;******;******;45.7;35;40.9;
55;268;10;******;5.5;******;******;******;46.4;35;40.9;
56;272;10;******;5.6;******;******;******;47;35;40.9;
57;276;10;******;5.7;******;******;******;47.6;35;40.9;
58;279;10;******;5.8;******;******;******;48.3;35;40.9;
59;283;10;******;5.9;******;******;******;48.9;35;40.9;
60;287;10;******;6;******;******;******;49.5;35;40.9;
61;290;10;******;6.1;******;******;******;50.2;35;40.9;
62;294;10;******;6.2;******;******;******;50.8;35;40.9;
63;298;10;******;6.3;******;******;******;51.5;35;40.9;
64;301;10;******;6.4;******;******;******;52.1;35;40.9;
65;305;10;******;6.5;******;******;******;52.7;35;40.9;
66;309;10;******;6.6;******;******;******;53.3;35;40.9;
67;312;10;******;6.7;******;******;******;54;35;40.9;
68;316;10;******;6.8;******;******;******;54.6;35;40.9;
69;320;10;******;6.9;******;******;******;55.2;35;40.9;
70;323;10;******;7;******;******;******;55.8;35;40.9;
71;327;10;******;7.1;******;******;******;56.5;35;40.9;
72;330;10;******;7.2;******;******;******;57.1;35;40.9;
73;334;10;******;7.3;******;******;******;57.7;35;40.9;
74;338;10;******;7.4;******;******;******;58.4;35;40.9;
75;341;10;******;7.5;******;******;******;59;35;40.9;
76;345;10;******;7.6;******;******;******;59.6;35;40.9;
77;349;10;******;7.7;******;******;******;60.2;35;40.9;
78;352;10;******;7.8;******;******;******;60.8;35;40.9;
79;356;10;******;7.9;******;******;******;61.5;35;40.9;
80;359;10;******;8;******;******;******;62.1;35;40.9;
81;363;10;******;8.1;******;******;******;62.7;35;40.9;
82;366;10;******;8.2;******;******;******;63.3;35;40.9;
83;370;10;******;8.3;******;******;******;64;35;40.9;
84;374;10;******;8.4;******;******;******;64.6;35;40.9;
85;377;10;******;8.5;******;******;******;65.2;35;40.9;
86;381;10;******;8.6;******;******;******;65.8;35;40.9;
87;384;10;******;8.7;******;******;******;66.4;35;40.9;
88;388;10;******;8.8;******;******;******;67;35;40.9;
89;392;10;******;8.9;******;******;******;67.7;35;40.9;
90;395;10;******;9;******;******;******;68.3;35;40.9;
91;399;10;******;9.1;******;******;******;68.9;35;40.9;
92;402;10;******;9.2;******;******;******;69.5;35;40.9;
93;406;10;******;9.3;******;******;******;70.1;35;40.9;
94;409;10;******;9.4;******;******;******;70.8;35;40.9;
95;413;10;******;9.5;******;******;******;71.4;35;40.9;
96;416;10;******;9.6;******;******;******;72;35;40.9;
97;420;10;******;9.7;******;******;******;72.6;35;40.9;
98;424;10;******;9.8;******;******;******;73.2;35;40.9;
99;427;10;******;9.9;******;******;******;73.8;35;40.9;
100;431;10;******;10;******;******;******;74.5;35;40.9;
101;434;10;******;10.1;******;******;******;75.1;35;40.9;
102;438;10;******;10.2;******;******;******;75.7;35;40.9;
103;442;10;******;10.3;******;******;******;76.3;35;40.9;
104;445;10;******;10.4;******;******;******;76.9;35;40.9;
105;449;10;******;10.5;******;******;******;77.6;35;40.9;
106;452;10;******;10.6;******;******;******;78.2;35;40.9;
107;456;10;******;10.7;******;******;******;78.8;35;40.9;
108;459;10;******;10.8;******;******;******;79.4;35;40.9;
109;463;10;******;10.9;******;******;******;80;35;40.9;
110;467;10;******;11;******;******;******;80.6;35;40.9;
111;470;10;******;11.1;******;******;******;81.3;35;40.9;
112;474;10;******;11.2;******;******;******;81.9;35;40.9;
113;477;10;******;11.3;******;******;******;82.5;35;40.9;
114;481;10;******;11.4;******;******;******;83.1;35;40.9;
115;485;10;******;11.5;******;******;******;83.7;35;40.9;
116;488;10;******;11.6;******;******;******;84.4;35;40.9;
117;492;10;******;11.7;******;******;******;85;35;40.9;
118;495;10;******;11.8;******;******;******;85.6;35;40.9;
119;499;10;******;11.9;******;******;******;86.2;35;40.9;
120;502;10;******;12;******;******;******;86.8;35;40.9;
121;506;10;******;12.1;******;******;******;87.5;35;40.9;
122;510;10;******;12.2;******;******;******;88.1;35;40.9;
123;513;10;******;12.3;******;******;******;88.7;35;40.9;
124;517;10;******;12.4;******;******;******;89.3;35;40.9;
125;521;10;******;12.5;******;******;******;90;35;40.9;
126;524;10;******;12.6;******;******;******;90.6;35;40.9;
127;528;10;******;12.7;******;******;******;91.2;35;40.9;
128;531;10;******;12.8;******;******;******;91.8;35;40.9;
129;535;10;******;12.9;******;******;******;92.5;35;40.9;
130;539;10;******;13;******;******;******;93.1;35;40.9;
131;542;10;******;13.1;******;******;******;93.7;35;40.9;
132;546;10;******;13.2;******;******;******;94.3;35;40.9;
133;549;10;******;13.3;******;******;******;95;35;40.9;
134;553;10;******;13.4;******;******;******;95.6;35;40.9;
135;557;10;******;13.5;******;******;******;96.2;35;40.9;
136;560;10;******;13.6;******;******;******;96.8;35;40.9;
137;564;10;******;13.7;******;******;******;97.5;35;40.9;
138;568;10;******;13.8;******;******;******;98.1;35;40.9;
139;571;10;******;13.9;******;******;******;98.7;35;40.9;
140;575;10;******;14;******;******;******;99.3;35;40.9;
141;578;10;******;14.1;******;******;******;100;35;40.9;
142;582;10;******;14.2;******;******;******;101;35;40.9;
143;586;10;******;14.3;******;******;******;101;35;40.9;
144;589;10;******;14.4;******;******;******;102;35;40.9;
145;593;10;******;14.5;******;******;******;102;35;40.9;
146;597;10;******;14.6;******;******;******;103;35;40.9;
147;600;10;******;14.7;******;******;******;104;35;40.9;
148;604;10;******;14.8;******;******;******;104;35;40.9;
149;608;10;******;14.9;******;******;******;105;35;40.9;
150;611;10;******;15;******;******;******;106;35;40.9;
151;615;10;******;15.1;******;******;******;106;35;40.9;
152;618;10;******;15.2;******;******;******;107;35;40.9;
153;622;10;******;15.3;******;******;******;108;35;40.9;
154;626;10;******;15.4;******;******;******;108;35;40.9;
155;629;10;******;15.5;******;******;******;109;35;40.9;
156;633;10;******;15.6;******;******;******;109;35;40.9;
157;637;10;******;15.7;******;******;******;110;35;40.9;
158;640;10;******;15.8;******;******;******;111;35;40.9;
159;644;10;******;15.9;******;******;******;111;35;40.9;
160;648;10;******;16;******;******;******;112;35;40.9;
161;651;10;******;16.1;******;******;******;113;35;40.9;
162;655;10;******;16.2;******;******;******;113;35;40.9;
163;659;10;******;16.3;******;******;******;114;35;40.9;
164;662;10;******;16.4;******;******;******;114;35;40.9;
165;666;10;******;16.5;******;******;******;115;35;40.9;
166;670;10;******;16.6;******;******;******;116;35;40.9;
167;673;10;******;16.7;******;******;******;116;35;40.9;
168;677;10;******;16.8;******;******;******;117;35;40.9;
169;681;10;******;16.9;******;******;******;118;35;40.9;
170;684;10;******;17;******;******;******;118;35;40.9;
171;688;10;******;17.1;******;******;******;119;35;40.9;
172;692;10;******;17.2;******;******;******;120;35;40.9;
173;695;10;******;17.3;******;******;******;120;35;40.9;
174;699;10;******;17.4;******;******;******;121;35;40.9;
175;703;10;******;17.5;******;******;******;121;35;40.9;
176;706;10;******;17.6;******;******;******;122;35;40.9;
177;710;10;******;17.7;******;******;******;123;35;40.9;
178;714;10;******;17.8;******;******;******;123;35;40.9;
179;717;10;******;17.9;******;******;******;124;35;40.9;
180;721;10;******;18;******;******;******;125;35;40.9;
181;725;10;******;18.1;******;******;******;125;35;40.9;
182;728;10;******;18.2;******;******;******;126;35;40.9;
183;732;10;******;18.3;******;******;******;127;35;40.9;
184;736;10;******;18.4;******;******;******;127;35;40.9;
185;740;10;******;18.5;******;******;******;128;35;40.9;
186;743;10;******;18.6;******;******;******;128;35;40.9;
187;747;10;******;18.7;******;******;******;129;35;40.9;
188;751;10;******;18.8;******;******;******;130;35;40.9;
189;754;10;******;18.9;******;******;******;130;35;40.9;
190;758;10;******;19;******;******;******;131;35;40.9;
191;762;10;******;19.1;******;******;******;132;35;40.9;
192;765;10;******;19.2;******;******;******;132;35;40.9;
193;769;10;******;19.3;******;******;******;133;35;40.9;
194;773;10;******;19.4;******;******;******;134;35;40.9;
195;776;10;******;19.5;******;******;******;134;35;40.9;
196;780;10;******;19.6;******;******;******;135;35;40.9;
197;784;10;******;19.7;******;******;******;135;35;40.9;
198;788;10;******;19.8;******;******;******;136;35;40.9;
199;791;10;******;19.9;******;******;******;137;35;40.9;
200;795;10;******;20;******;******;******;137;35;40.9;
201;799;10;******;20.1;******;******;******;138;35;40.9;
202;802;10;******;20.2;******;******;******;139;35;40.9;
203;806;10;******;20.3;******;******;******;139;35;40.9;
204;810;10;******;20.4;******;******;******;140;35;40.9;
205;814;10;******;20.5;******;******;******;141;35;40.9;
206;817;10;******;20.6;******;******;******;141;35;40.9;
207;821;10;******;20.7;******;******;******;142;35;40.9;
208;825;10;******;20.8;******;******;******;143;35;40.9;
209;828;10;******;20.9;******;******;******;143;35;40.9;
210;832;10;******;21;******;******;******;144;35;40.9;
211;836;10;******;21.1;******;******;******;144;35;40.9;
212;839;10;******;21.2;******;******;******;145;35;40.9;
213;843;10;******;21.3;******;******;******;146;35;40.9;
214;847;10;******;21.4;******;******;******;146;35;40.9;
215;851;10;******;21.5;******;******;******;147;35;40.9;
216;854;10;******;21.6;******;******;******;148;35;40.9;
217;858;10;******;21.7;******;******;******;148;35;40.9;
218;862;10;******;21.8;******;******;******;149;35;40.9;
219;866;10;******;21.9;******;******;******;150;35;40.9;
220;869;10;******;22;******;******;******;150;35;40.9;
221;873;10;******;22.1;******;******;******;151;35;40.9;
222;877;10;******;22.2;******;******;******;152;35;40.9;
223;880;10;******;22.3;******;******;******;152;35;40.9;
224;884;10;******;22.4;******;******;******;153;35;40.9;
225;888;10;******;22.5;******;******;******;153;35;40.9;
226;892;10;******;22.6;******;******;******;154;35;40.9;
227;895;10;******;22.7;******;******;******;155;35;40.9;
228;899;10;******;22.8;******;******;******;155;35;40.9;
229;903;10;******;22.9;******;******;******;156;35;40.9;
230;907;10;******;23;******;******;******;157;35;40.9;
231;910;10;******;23.1;******;******;******;157;35;40.9;
232;914;10;******;23.2;******;******;******;158;35;40.9;
233;918;10;******;23.3;******;******;******;159;35;40.9;
234;922;10;******;23.4;******;******;******;159;35;40.9;
235;925;10;******;23.5;******;******;******;160;35;40.9;
236;929;10;******;23.6;******;******;******;161;35;40.9;
237;933;10;******;23.7;******;******;******;161;35;40.9;
238;936;10;******;23.8;******;******;******;162;35;40.9;
239;940;10;******;23.9;******;******;******;162;35;40.9;
240;944;10;******;24;******;******;******;163;35;40.9;
241;948;10;******;24.1;******;******;******;164;35;40.9;
242;951;10;******;24.2;******;******;******;164;35;40.9;
243;955;10;******;24.3;******;******;******;165;35;40.9;
244;959;10;******;24.4;******;******;******;166;35;40.9;
245;963;10;******;24.5;******;******;******;166;35;40.9;
246;966;10;******;24.6;******;******;******;167;35;40.9;
247;970;10;******;24.7;******;******;******;168;35;40.9;
248;974;10;******;24.8;******;******;******;168;35;40.9;
249;978;10;******;24.9;******;******;******;169;35;40.9;
250;981;10;******;25;******;******;******;170;35;40.9;
251;985;10;******;25.1;******;******;******;170;35;40.9;
252;989;10;******;25.2;******;******;******;171;35;40.9;
253;992;10;******;25.3;******;******;******;172;35;40.9;
254;996;10;******;25.4;******;******;******;172;35;40.9;
255;1000;10;******;25.5;******;******;******;173;35;40.9;
